全体順位,語1,語1品詞,語2,語2品詞,共起事例数,共起事例率（％）,語1出現事例数,語2出現事例数,対象事例数
1,いる,動詞,する,動詞,4813,62.653,5314,6712,7682
2,する,動詞,中,名詞,3788,49.3101,6712,4291,7682
3,する,動詞,際,名詞,2774,36.1104,6712,3015,7682
4,いる,動詞,中,名詞,2731,35.5506,5314,4291,7682
5,いる,動詞,際,名詞,2187,28.4691,5314,3015,7682
6,する,動詞,部,名詞,2089,27.1934,6712,2321,7682
7,する,動詞,生徒,名詞,2034,26.4775,6712,2296,7682
8,中,名詞,際,名詞,1869,24.3296,4291,3015,7682
9,する,動詞,練習,名詞,1854,24.1343,6712,2068,7682
10,中,名詞,部,名詞,1753,22.8196,4291,2321,7682
11,する,動詞,ところ,名詞,1733,22.5592,6712,1929,7682
12,いる,動詞,生徒,名詞,1700,22.1297,5314,2296,7682
13,する,動詞,負傷,名詞,1632,21.2445,6712,1632,7682
14,いる,動詞,ところ,名詞,1591,20.7108,5314,1929,7682
15,いる,動詞,部,名詞,1572,20.4634,5314,2321,7682
16,中,名詞,練習,名詞,1442,18.7712,4291,2068,7682
17,いる,動詞,練習,名詞,1437,18.7061,5314,2068,7682
18,する,動詞,ボール,名詞,1434,18.667,6712,1623,7682
19,する,動詞,右,名詞,1355,17.6386,6712,1550,7682
20,する,動詞,当たる,動詞,1353,17.6126,6712,1708,7682
21,中,名詞,生徒,名詞,1336,17.3913,4291,2296,7682
22,する,動詞,左,名詞,1280,16.6623,6712,1470,7682
23,いる,動詞,当たる,動詞,1267,16.4931,5314,1708,7682
24,する,動詞,眼,名詞,1249,16.2588,6712,1473,7682
25,する,動詞,転倒,名詞,1240,16.1416,6712,1254,7682
26,する,動詞,れる,動詞,1202,15.647,6712,1340,7682
27,練習,名詞,部,名詞,1180,15.3606,2068,2321,7682
28,する,動詞,ため,名詞,1169,15.2174,6712,1266,7682
29,いる,動詞,ボール,名詞,1162,15.1263,5314,1623,7682
30,いる,動詞,負傷,名詞,1127,14.6707,5314,1632,7682
31,いる,動詞,右,名詞,1121,14.5926,5314,1550,7682
32,する,動詞,他,名詞,1072,13.9547,6712,1224,7682
33,いる,動詞,眼,名詞,1062,13.8245,5314,1473,7682
34,中,名詞,当たる,動詞,1046,13.6162,4291,1708,7682
35,いる,動詞,左,名詞,1042,13.5642,5314,1470,7682
36,ボール,名詞,中,名詞,1042,13.5642,1623,4291,7682
37,部,名詞,際,名詞,1028,13.3819,2321,3015,7682
38,する,動詞,活動,名詞,992,12.9133,6712,1104,7682
39,ところ,名詞,中,名詞,989,12.8743,1929,4291,7682
40,する,動詞,とき,名詞,986,12.8352,6712,1108,7682
41,いる,動詞,ため,名詞,981,12.7701,5314,1266,7682
42,中,名詞,右,名詞,969,12.6139,4291,1550,7682
43,活動,名詞,部,名詞,964,12.5488,1104,2321,7682
44,する,動詞,顔面,名詞,939,12.2234,6712,1039,7682
45,いる,動詞,他,名詞,938,12.2104,5314,1224,7682
46,中,名詞,負傷,名詞,937,12.1973,4291,1632,7682
47,いる,動詞,れる,動詞,931,12.1192,5314,1340,7682
48,中,名詞,左,名詞,931,12.1192,4291,1470,7682
49,中,名詞,眼,名詞,929,12.0932,4291,1473,7682
50,する,動詞,授業,名詞,909,11.8329,6712,990,7682
51,する,動詞,児童,名詞,901,11.7287,6712,1055,7682
52,いる,動詞,とき,名詞,891,11.5985,5314,1108,7682
53,する,動詞,なる,動詞,881,11.4684,6712,1043,7682
54,生徒,名詞,部,名詞,872,11.3512,2296,2321,7682
55,いる,動詞,児童,名詞,866,11.2731,5314,1055,7682
56,中,名詞,活動,名詞,866,11.2731,4291,1104,7682
57,生徒,名詞,際,名詞,851,11.0778,2296,3015,7682
58,生徒,名詞,練習,名詞,848,11.0388,2296,2068,7682
59,する,動詞,試合,名詞,841,10.9477,6712,965,7682
60,する,動詞,体育,名詞,829,10.7915,6712,891,7682
61,練習,名詞,際,名詞,829,10.7915,2068,3015,7682
62,れる,動詞,中,名詞,823,10.7134,1340,4291,7682
63,する,動詞,場,名詞,822,10.7003,6712,886,7682
64,いる,動詞,活動,名詞,819,10.6613,5314,1104,7682
65,する,動詞,強打,名詞,808,10.5181,6712,810,7682
66,中,名詞,授業,名詞,803,10.453,4291,990,7682
67,いる,動詞,授業,名詞,801,10.427,5314,990,7682
68,する,動詞,相手,名詞,777,10.1146,6712,908,7682
69,いる,動詞,転倒,名詞,774,10.0755,5314,1254,7682
70,ボール,名詞,当たる,動詞,762,9.9193,1623,1708,7682
71,ボール,名詞,練習,名詞,761,9.9063,1623,2068,7682
72,する,動詞,運動,名詞,757,9.8542,6712,809,7682
73,負傷,名詞,際,名詞,748,9.737,1632,3015,7682
74,中,名詞,試合,名詞,738,9.6069,4291,965,7682
75,する,動詞,残る,動詞,737,9.5939,6712,797,7682
76,右,名詞,眼,名詞,737,9.5939,1550,1473,7682
77,中,名詞,残る,動詞,735,9.5678,4291,797,7682
78,当たる,動詞,眼,名詞,733,9.5418,1708,1473,7682
79,ボール,名詞,部,名詞,732,9.5288,1623,2321,7682
80,いる,動詞,なる,動詞,730,9.5027,5314,1043,7682
81,当たる,動詞,生徒,名詞,730,9.5027,1708,2296,7682
82,する,動詞,時間,名詞,728,9.4767,6712,822,7682
83,する,動詞,打つ,動詞,714,9.2945,6712,835,7682
84,いる,動詞,体育,名詞,706,9.1903,5314,891,7682
85,ボール,名詞,生徒,名詞,705,9.1773,1623,2296,7682
86,する,動詞,受ける,動詞,702,9.1382,6712,749,7682
87,する,動詞,後,名詞,700,9.1122,6712,788,7682
88,いる,動詞,場,名詞,699,9.0992,5314,886,7682
89,当たる,動詞,練習,名詞,699,9.0992,1708,2068,7682
90,中,名詞,他,名詞,694,9.0341,4291,1224,7682
91,当たる,動詞,部,名詞,693,9.0211,1708,2321,7682
92,中,名詞,転倒,名詞,692,9.0081,4291,1254,7682
93,いる,動詞,顔面,名詞,680,8.8519,5314,1039,7682
94,する,動詞,前歯,名詞,678,8.8258,6712,750,7682
95,場,名詞,運動,名詞,677,8.8128,886,809,7682
96,中,名詞,体育,名詞,673,8.7607,4291,891,7682
97,する,動詞,時,名詞,667,8.6826,6712,753,7682
98,左,名詞,眼,名詞,659,8.5785,1470,1473,7682
99,右,名詞,際,名詞,657,8.5525,1550,3015,7682
100,他,名詞,生徒,名詞,649,8.4483,1224,2296,7682
101,体育,名詞,授業,名詞,649,8.4483,891,990,7682
102,いる,動詞,運動,名詞,648,8.4353,5314,809,7682
103,左,名詞,際,名詞,644,8.3832,1470,3015,7682
104,中,名詞,場,名詞,643,8.3702,4291,886,7682
105,いる,動詞,時間,名詞,641,8.3442,5314,822,7682
106,部,名詞,野球,名詞,638,8.3051,2321,702,7682
107,生徒,名詞,眼,名詞,635,8.2661,2296,1473,7682
108,する,動詞,野球,名詞,629,8.188,6712,702,7682
109,ため,名詞,中,名詞,623,8.1099,1266,4291,7682
110,くる,動詞,する,動詞,617,8.0318,697,6712,7682
111,当たる,動詞,際,名詞,617,8.0318,1708,3015,7682
112,する,動詞,走る,動詞,616,8.0187,6712,704,7682
113,ボール,名詞,際,名詞,615,8.0057,1623,3015,7682
114,する,動詞,友人,名詞,611,7.9537,6712,691,7682
115,ボール,名詞,眼,名詞,611,7.9537,1623,1473,7682
116,しまう,動詞,する,動詞,610,7.9406,717,6712,7682
117,右,名詞,部,名詞,606,7.8886,1550,2321,7682
118,いる,動詞,打つ,動詞,604,7.8625,5314,835,7682
119,眼,名詞,部,名詞,602,7.8365,1473,2321,7682
120,中,名詞,運動,名詞,599,7.7974,4291,809,7682
121,中,名詞,相手,名詞,596,7.7584,4291,908,7682
122,転倒,名詞,際,名詞,596,7.7584,1254,3015,7682
123,中,名詞,受ける,動詞,595,7.7454,4291,749,7682
124,する,動詞,足,名詞,592,7.7063,6712,667,7682
125,眼,名詞,練習,名詞,592,7.7063,1473,2068,7682
126,れる,動詞,際,名詞,591,7.6933,1340,3015,7682
127,ところ,名詞,生徒,名詞,590,7.6803,1929,2296,7682
128,中,名詞,野球,名詞,579,7.5371,4291,702,7682
129,いる,動詞,残る,動詞,578,7.5241,5314,797,7682
130,いる,動詞,時,名詞,577,7.5111,5314,753,7682
131,中,名詞,時間,名詞,577,7.5111,4291,822,7682
132,いる,動詞,友人,名詞,574,7.472,5314,691,7682
133,中,名詞,顔面,名詞,570,7.4199,4291,1039,7682
134,いる,動詞,後,名詞,558,7.2637,5314,788,7682
135,する,動詞,手,名詞,552,7.1856,6712,634,7682
136,ところ,名詞,部,名詞,549,7.1466,1929,2321,7682
137,なる,動詞,中,名詞,546,7.1075,1043,4291,7682
138,いる,動詞,走る,動詞,538,7.0034,5314,704,7682
139,いる,動詞,遊ぶ,動詞,538,7.0034,5314,545,7682
140,眼,名詞,際,名詞,537,6.9904,1473,3015,7682
141,する,動詞,倒れる,動詞,532,6.9253,6712,612,7682
142,左,名詞,部,名詞,531,6.9123,1470,2321,7682
143,する,動詞,体育館,名詞,530,6.8992,6712,562,7682
144,する,動詞,行う,動詞,530,6.8992,6712,601,7682
145,いる,動詞,受ける,動詞,529,6.8862,5314,749,7682
146,活動,名詞,際,名詞,529,6.8862,1104,3015,7682
147,生徒,名詞,負傷,名詞,525,6.8342,2296,1632,7682
148,いる,動詞,試合,名詞,524,6.8211,5314,965,7682
149,いる,動詞,しまう,動詞,522,6.7951,5314,717,7682
150,いる,動詞,強打,名詞,520,6.7691,5314,810,7682
151,右,名詞,生徒,名詞,517,6.73,1550,2296,7682
152,する,動詞,前,名詞,514,6.691,6712,588,7682
153,いる,動詞,くる,動詞,512,6.6649,5314,697,7682
154,ため,名詞,際,名詞,512,6.6649,1266,3015,7682
155,いる,動詞,野球,名詞,511,6.6519,5314,702,7682
156,いる,動詞,前歯,名詞,509,6.6259,5314,750,7682
157,いる,動詞,行う,動詞,509,6.6259,5314,601,7682
158,する,動詞,強い,形容詞,504,6.5608,6712,577,7682
159,する,動詞,バランス,名詞,503,6.5478,6712,534,7682
160,ある,動詞,する,動詞,501,6.5217,551,6712,7682
161,他,名詞,際,名詞,495,6.4436,1224,3015,7682
162,する,動詞,教室,名詞,494,6.4306,6712,580,7682
163,残る,動詞,際,名詞,493,6.4176,797,3015,7682
164,負傷,名詞,部,名詞,493,6.4176,1632,2321,7682
165,いる,動詞,手,名詞,492,6.4046,5314,634,7682
166,いる,動詞,相手,名詞,492,6.4046,5314,908,7682
167,授業,名詞,際,名詞,492,6.4046,990,3015,7682
168,する,動詞,上,名詞,487,6.3395,6712,541,7682
169,する,動詞,崩す,動詞,487,6.3395,6712,518,7682
170,する,動詞,直撃,名詞,487,6.3395,6712,488,7682
171,左,名詞,生徒,名詞,485,6.3135,1470,2296,7682
172,いる,動詞,足,名詞,483,6.2874,5314,667,7682
173,バランス,名詞,崩す,動詞,483,6.2874,534,518,7682
174,右,名詞,練習,名詞,483,6.2874,1550,2068,7682
175,右,名詞,当たる,動詞,480,6.2484,1550,1708,7682
176,ところ,名詞,練習,名詞,478,6.2223,1929,2068,7682
177,中,名詞,打つ,動詞,475,6.1833,4291,835,7682
178,練習,名詞,野球,名詞,475,6.1833,2068,702,7682
179,ところ,名詞,際,名詞,473,6.1573,1929,3015,7682
180,場,名詞,際,名詞,465,6.0531,886,3015,7682
181,他,名詞,児童,名詞,464,6.0401,1224,1055,7682
182,体育,名詞,際,名詞,459,5.975,891,3015,7682
183,とき,名詞,中,名詞,453,5.8969,1108,4291,7682
184,いる,動詞,倒れる,動詞,452,5.8839,5314,612,7682
185,する,動詞,遊ぶ,動詞,452,5.8839,6712,545,7682
186,残る,動詞,部,名詞,452,5.8839,797,2321,7682
187,する,動詞,歯,名詞,448,5.8318,6712,498,7682
188,練習,名詞,試合,名詞,448,5.8318,2068,965,7682
189,いる,動詞,前,名詞,447,5.8188,5314,588,7682
190,左,名詞,当たる,動詞,447,5.8188,1470,1708,7682
191,運動,名詞,際,名詞,447,5.8188,809,3015,7682
192,する,動詞,ぶつかる,動詞,443,5.7667,6712,534,7682
193,いる,動詞,体育館,名詞,440,5.7277,5314,562,7682
194,場,名詞,部,名詞,440,5.7277,886,2321,7682
195,中,名詞,前歯,名詞,439,5.7147,4291,750,7682
196,試合,名詞,部,名詞,439,5.7147,965,2321,7682
197,活動,名詞,練習,名詞,438,5.7016,1104,2068,7682
198,ところ,名詞,当たる,動詞,436,5.6756,1929,1708,7682
199,中,名詞,児童,名詞,436,5.6756,4291,1055,7682
200,生徒,名詞,相手,名詞,435,5.6626,2296,908,7682
201,中,名詞,強打,名詞,433,5.6366,4291,810,7682
202,する,動詞,口,名詞,432,5.6235,6712,490,7682
203,ボール,名詞,右,名詞,431,5.6105,1623,1550,7682
204,受ける,動詞,際,名詞,431,5.6105,749,3015,7682
205,活動,名詞,生徒,名詞,429,5.5845,1104,2296,7682
206,左,名詞,練習,名詞,427,5.5584,1470,2068,7682
207,する,動詞,床,名詞,423,5.5064,6712,465,7682
208,ボール,名詞,試合,名詞,419,5.4543,1623,965,7682
209,練習,名詞,負傷,名詞,419,5.4543,2068,1632,7682
210,する,動詞,サッカー,名詞,417,5.4283,6712,463,7682
211,れる,動詞,生徒,名詞,416,5.4153,1340,2296,7682
212,生徒,名詞,試合,名詞,416,5.4153,2296,965,7682
213,いる,動詞,教室,名詞,415,5.4022,5314,580,7682
214,する,動詞,救急,名詞,414,5.3892,6712,416,7682
215,れる,動詞,部,名詞,414,5.3892,1340,2321,7682
216,する,動詞,搬送,名詞,413,5.3762,6712,414,7682
217,児童,名詞,際,名詞,410,5.3372,1055,3015,7682
218,ため,名詞,生徒,名詞,409,5.3241,1266,2296,7682
219,する,動詞,人,名詞,404,5.259,6712,451,7682
220,ところ,名詞,ボール,名詞,400,5.207,1929,1623,7682
221,いる,動詞,上,名詞,397,5.1679,5314,541,7682
222,ところ,名詞,右,名詞,397,5.1679,1929,1550,7682
223,する,動詞,地面,名詞,395,5.1419,6712,429,7682
224,する,動詞,顔,名詞,395,5.1419,6712,451,7682
225,中,名詞,後,名詞,393,5.1159,4291,788,7682
226,際,名詞,顔面,名詞,393,5.1159,3015,1039,7682
227,いる,動詞,強い,形容詞,390,5.0768,5314,577,7682
228,する,動詞,休憩,名詞,390,5.0768,6712,433,7682
229,ところ,名詞,左,名詞,390,5.0768,1929,1470,7682
230,相手,名詞,試合,名詞,390,5.0768,908,965,7682
231,ある,動詞,いる,動詞,389,5.0638,551,5314,7682
232,ため,名詞,ところ,名詞,389,5.0638,1266,1929,7682
233,試合,名詞,際,名詞,389,5.0638,965,3015,7682
234,運動,名詞,部,名詞,389,5.0638,809,2321,7682
235,いる,動詞,ぶつかる,動詞,385,5.0117,5314,534,7682
236,する,動詞,骨折,名詞,385,5.0117,6712,389,7682
237,相手,名詞,際,名詞,385,5.0117,908,3015,7682
238,ボール,名詞,左,名詞,384,4.9987,1623,1470,7682
239,いる,動詞,人,名詞,377,4.9076,5314,451,7682
240,なる,動詞,際,名詞,377,4.9076,1043,3015,7682
241,する,動詞,自転車,名詞,376,4.8946,6712,393,7682
242,ボール,名詞,野球,名詞,376,4.8946,1623,702,7682
243,中,名詞,体育館,名詞,376,4.8946,4291,562,7682
244,休憩,名詞,時間,名詞,375,4.8815,433,822,7682
245,強打,名詞,際,名詞,375,4.8815,810,3015,7682
246,相手,名詞,部,名詞,374,4.8685,908,2321,7682
247,搬送,名詞,救急,名詞,373,4.8555,414,416,7682
248,中,名詞,休憩,名詞,371,4.8295,4291,433,7682
