傷害種別,順位,特徴語,平均TF-IDF,出現事例数,カテゴリ事例数,カテゴリ内出現率(%)
せき柱障害,1,背中,0.06893286,45,154,29.2208
せき柱障害,2,腰,0.05520367,38,154,24.6753
せき柱障害,3,マット,0.05191382,35,154,22.7273
せき柱障害,4,体育,0.0511203,51,154,33.1169
せき柱障害,5,転,0.05078141,28,154,18.1818
せき柱障害,6,倒立,0.04884667,24,154,15.5844
せき柱障害,7,せき柱,0.04749723,27,154,17.5325
せき柱障害,8,骨折,0.04736151,42,154,27.2727
せき柱障害,9,変形,0.04605424,29,154,18.8312
せき柱障害,10,圧迫,0.03963094,25,154,16.2338
せき柱障害,11,練習,0.03896529,57,154,37.013
せき柱障害,12,障害,0.0379297,33,154,21.4286
せき柱障害,13,胸椎,0.03684904,19,154,12.3377
せき柱障害,14,崩す,0.0368003,33,154,21.4286
せき柱障害,15,バランス,0.03584388,32,154,20.7792
せき柱障害,16,運動,0.03442739,36,154,23.3766
せき柱障害,17,落下,0.03392056,29,154,18.8312
せき柱障害,18,体育館,0.03156035,30,154,19.4805
せき柱障害,19,腰椎,0.02992106,17,154,11.039
せき柱障害,20,着地,0.02893923,20,154,12.987
せき柱障害,21,強い,0.02752995,26,154,16.8831
せき柱障害,22,残る,0.02703646,31,154,20.1299
せき柱障害,23,床,0.02651226,23,154,14.9351
せき柱障害,24,強打,0.02616281,26,154,16.8831
せき柱障害,25,落ちる,0.02606099,22,154,14.2857
せき柱障害,26,背部,0.02408057,11,154,7.1429
せき柱障害,27,転落,0.02319107,18,154,11.6883
せき柱障害,28,腰部,0.02088363,10,154,6.4935
せき柱障害,29,体操,0.0206609,14,154,9.0909
せき柱障害,30,跳箱,0.01994955,10,154,6.4935
せき柱障害,31,転倒,0.01986349,24,154,15.5844
せき柱障害,32,部,0.01972816,31,154,20.1299
せき柱障害,33,首,0.01971333,13,154,8.4416
せき柱障害,34,乗る,0.01934146,13,154,8.4416
せき柱障害,35,打つ,0.01914904,21,154,13.6364
せき柱障害,36,痛み,0.01864471,15,154,9.7403
せき柱障害,37,頚椎,0.01834457,9,154,5.8442
せき柱障害,38,肩,0.01788411,11,154,7.1429
せき柱障害,39,地面,0.01751763,16,154,10.3896
せき柱障害,40,場,0.01719726,19,154,12.3377
せき柱障害,41,支える,0.01713443,10,154,6.4935
せき柱障害,42,治療,0.01701935,17,154,11.039
せき柱障害,43,倒れる,0.01698931,15,154,9.7403
せき柱障害,44,手,0.01661956,17,154,11.039
せき柱障害,45,頭,0.01650429,14,154,9.0909
せき柱障害,46,時間,0.01639695,17,154,11.039
せき柱障害,47,体,0.01622337,13,154,8.4416
せき柱障害,48,足,0.01585909,18,154,11.6883
せき柱障害,49,痛める,0.01575443,10,154,6.4935
せき柱障害,50,鎖骨,0.01563915,7,154,4.5455
せき柱障害,51,れる,0.0155954,21,154,13.6364
せき柱障害,52,しまう,0.0151033,15,154,9.7403
せき柱障害,53,補助,0.01506129,9,154,5.8442
せき柱障害,54,階,0.01437987,11,154,7.1429
せき柱障害,55,プール,0.0142999,8,154,5.1948
せき柱障害,56,つく,0.01423388,12,154,7.7922
せき柱障害,57,打ちつける,0.01376699,8,154,5.1948
せき柱障害,58,跳ぶ,0.01350057,9,154,5.8442
せき柱障害,59,負傷,0.0133996,17,154,11.039
せき柱障害,60,宙返り,0.01324113,7,154,4.5455
せき柱障害,61,きれる,0.01323493,8,154,5.1948
せき柱障害,62,状態,0.01320934,12,154,7.7922
せき柱障害,63,肩車,0.01311717,6,154,3.8961
せき柱障害,64,体勢,0.01279933,7,154,4.5455
せき柱障害,65,失敗,0.01273689,7,154,4.5455
せき柱障害,66,受診,0.01227575,12,154,7.7922
せき柱障害,67,行く,0.01175763,10,154,6.4935
せき柱障害,68,１,0.01167972,11,154,7.1429
せき柱障害,69,打ち付ける,0.01152727,8,154,5.1948
せき柱障害,70,技,0.01137477,7,154,4.5455
せき柱障害,71,２,0.01126183,11,154,7.1429
せき柱障害,72,胸,0.01112064,6,154,3.8961
せき柱障害,73,友人,0.01103083,11,154,7.1429
せき柱障害,74,動ける,0.01095546,6,154,3.8961
せき柱障害,75,後ろ,0.01088658,8,154,5.1948
せき柱障害,76,前方,0.01052609,8,154,5.1948
せき柱障害,77,後方,0.01048408,9,154,5.8442
せき柱障害,78,相手,0.01045553,10,154,6.4935
せき柱障害,79,飛び込み,0.01042739,5,154,3.2468
せき柱障害,80,組,0.01022523,6,154,3.8961
せき柱障害,81,椎,0.01002126,5,154,3.2468
せき柱障害,82,準備,0.00986942,8,154,5.1948
せき柱障害,83,後頭部,0.00977324,7,154,4.5455
せき柱障害,84,臀部,0.00973518,5,154,3.2468
せき柱障害,85,窓,0.00964793,8,154,5.1948
せき柱障害,86,教室,0.00925186,10,154,6.4935
せき柱障害,87,鉄棒,0.0091078,6,154,3.8961
せき柱障害,88,滑る,0.00907301,8,154,5.1948
せき柱障害,89,ベランダ,0.00894854,5,154,3.2468
せき柱障害,90,痛い,0.00883285,5,154,3.2468
せき柱障害,91,左肩,0.00848274,4,154,2.5974
せき柱障害,92,休憩,0.00839551,8,154,5.1948
せき柱障害,93,底,0.00839434,5,154,3.2468
せき柱障害,94,日,0.00830319,6,154,3.8961
せき柱障害,95,室,0.00825313,8,154,5.1948
せき柱障害,96,途中,0.00820702,6,154,3.8961
せき柱障害,97,サイド,0.00798108,4,154,2.5974
せき柱障害,98,訴える,0.00794577,6,154,3.8961
せき柱障害,99,2,0.00791503,8,154,5.1948
せき柱障害,100,搬送,0.00790231,8,154,5.1948
そしゃく機能障害,1,顎,0.08479355,8,20,40.0
そしゃく機能障害,2,負傷,0.0590485,10,20,50.0
そしゃく機能障害,3,喉,0.04432165,3,20,15.0
そしゃく機能障害,4,くる,0.04360812,5,20,25.0
そしゃく機能障害,5,そしゃく,0.04129962,2,20,10.0
そしゃく機能障害,6,部,0.04110061,8,20,40.0
そしゃく機能障害,7,障害,0.03789732,4,20,20.0
そしゃく機能障害,8,主,0.0351315,2,20,10.0
そしゃく機能障害,9,機能,0.03325693,3,20,15.0
そしゃく機能障害,10,6,0.03102539,2,20,10.0
そしゃく機能障害,11,食べる,0.03054551,2,20,10.0
そしゃく機能障害,12,強打,0.03039853,4,20,20.0
そしゃく機能障害,13,相手,0.03032046,4,20,20.0
そしゃく機能障害,14,体育,0.0276363,4,20,20.0
そしゃく機能障害,15,トレーニング,0.02724568,2,20,10.0
そしゃく機能障害,16,前のめり,0.02703052,2,20,10.0
そしゃく機能障害,17,試合,0.02627351,4,20,20.0
そしゃく機能障害,18,ボール,0.02596653,4,20,20.0
そしゃく機能障害,19,練習,0.02470283,4,20,20.0
そしゃく機能障害,20,飛ぶ,0.02456773,2,20,10.0
そしゃく機能障害,21,性,0.02428679,3,20,15.0
そしゃく機能障害,22,遊ぶ,0.02412008,3,20,15.0
そしゃく機能障害,23,残る,0.02391678,3,20,15.0
そしゃく機能障害,24,顔面,0.02370087,3,20,15.0
そしゃく機能障害,25,関節,0.02359175,2,20,10.0
そしゃく機能障害,26,台,0.02349383,2,20,10.0
そしゃく機能障害,27,手,0.02341191,3,20,15.0
そしゃく機能障害,28,設置,0.02253079,2,20,10.0
そしゃく機能障害,29,れる,0.02220362,4,20,20.0
そしゃく機能障害,30,車,0.02196336,3,20,15.0
そしゃく機能障害,31,症,0.02187405,2,20,10.0
そしゃく機能障害,32,バスケットボール,0.02146969,2,20,10.0
そしゃく機能障害,33,バッティングマシーン,0.02143749,1,20,5.0
そしゃく機能障害,34,転落,0.02143728,2,20,10.0
そしゃく機能障害,35,階,0.02124363,2,20,10.0
そしゃく機能障害,36,些細,0.02117212,1,20,5.0
そしゃく機能障害,37,運動,0.02094208,3,20,15.0
そしゃく機能障害,38,事,0.02077191,1,20,5.0
そしゃく機能障害,39,めまい,0.02076218,1,20,5.0
そしゃく機能障害,40,場,0.02035687,3,20,15.0
そしゃく機能障害,41,打つ,0.02035209,3,20,15.0
そしゃく機能障害,42,座る,0.02032589,2,20,10.0
そしゃく機能障害,43,マネージャー,0.02020568,1,20,5.0
そしゃく機能障害,44,バーベル,0.02015793,1,20,5.0
そしゃく機能障害,45,聞く,0.02011975,1,20,5.0
そしゃく機能障害,46,顔,0.02005483,2,20,10.0
そしゃく機能障害,47,隙間,0.01998858,1,20,5.0
そしゃく機能障害,48,空振り,0.0198975,1,20,5.0
そしゃく機能障害,49,続行,0.01988489,1,20,5.0
そしゃく機能障害,50,筋力,0.01988387,1,20,5.0
そしゃく機能障害,51,掛かる,0.01963595,1,20,5.0
そしゃく機能障害,52,つく,0.01949017,2,20,10.0
そしゃく機能障害,53,おる,0.01941164,2,20,10.0
そしゃく機能障害,54,口内,0.01901459,1,20,5.0
そしゃく機能障害,55,衝突,0.01890875,2,20,10.0
そしゃく機能障害,56,時間,0.01886206,3,20,15.0
そしゃく機能障害,57,言語,0.01881978,1,20,5.0
そしゃく機能障害,58,スルー,0.01878445,1,20,5.0
そしゃく機能障害,59,一方,0.01877277,1,20,5.0
そしゃく機能障害,60,顧問,0.01874966,1,20,5.0
そしゃく機能障害,61,またがる,0.01867352,1,20,5.0
そしゃく機能障害,62,頭,0.01863879,2,20,10.0
そしゃく機能障害,63,部分,0.01861312,2,20,10.0
そしゃく機能障害,64,倒れる,0.0184903,2,20,10.0
そしゃく機能障害,65,歯,0.01846293,2,20,10.0
そしゃく機能障害,66,赤み,0.01840865,1,20,5.0
そしゃく機能障害,67,痛み,0.01818595,2,20,10.0
そしゃく機能障害,68,話,0.01797744,1,20,5.0
そしゃく機能障害,69,フック,0.01795396,1,20,5.0
そしゃく機能障害,70,待ち時間,0.01791683,1,20,5.0
そしゃく機能障害,71,誤る,0.01786797,2,20,10.0
そしゃく機能障害,72,返す,0.0176835,1,20,5.0
そしゃく機能障害,73,隙,0.01734587,1,20,5.0
そしゃく機能障害,74,痛む,0.01720607,1,20,5.0
そしゃく機能障害,75,前歯,0.01701589,2,20,10.0
そしゃく機能障害,76,２,0.01677337,2,20,10.0
そしゃく機能障害,77,飲み込み,0.01672659,1,20,5.0
そしゃく機能障害,78,治療,0.01671277,2,20,10.0
そしゃく機能障害,79,ベンチ,0.01670061,1,20,5.0
そしゃく機能障害,80,歯茎,0.01664584,1,20,5.0
そしゃく機能障害,81,せる,0.01632152,2,20,10.0
そしゃく機能障害,82,重症,0.01618276,1,20,5.0
そしゃく機能障害,83,口論,0.01618268,1,20,5.0
そしゃく機能障害,84,宙,0.01593799,1,20,5.0
そしゃく機能障害,85,入れる,0.01582983,1,20,5.0
そしゃく機能障害,86,流動,0.01576092,1,20,5.0
そしゃく機能障害,87,終わる,0.01575378,1,20,5.0
そしゃく機能障害,88,時限,0.01574378,1,20,5.0
そしゃく機能障害,89,捻挫,0.01561041,1,20,5.0
そしゃく機能障害,90,受診,0.01557741,2,20,10.0
そしゃく機能障害,91,がけ,0.01555592,1,20,5.0
そしゃく機能障害,92,物,0.01551592,1,20,5.0
そしゃく機能障害,93,シーソー,0.01546137,1,20,5.0
そしゃく機能障害,94,以外,0.01541626,1,20,5.0
そしゃく機能障害,95,本校,0.01536765,1,20,5.0
そしゃく機能障害,96,尻,0.01532352,1,20,5.0
そしゃく機能障害,97,ランドセル,0.01530462,1,20,5.0
そしゃく機能障害,98,ポジション,0.01523063,1,20,5.0
そしゃく機能障害,99,友人,0.01522964,2,20,10.0
そしゃく機能障害,100,強い,0.01522288,2,20,10.0
上肢切断・機能障害,1,肘,0.08146154,78,217,35.9447
上肢切断・機能障害,2,転倒,0.05303975,76,217,35.023
上肢切断・機能障害,3,左腕,0.04389196,35,217,16.129
上肢切断・機能障害,4,骨折,0.04270588,51,217,23.5023
上肢切断・機能障害,5,つく,0.04248445,42,217,19.3548
上肢切断・機能障害,6,関節,0.03794198,37,217,17.0507
上肢切断・機能障害,7,低下,0.03466626,31,217,14.2857
上肢切断・機能障害,8,地面,0.03411768,40,217,18.4332
上肢切断・機能障害,9,負傷,0.03311411,56,217,25.8065
上肢切断・機能障害,10,機能,0.03176772,34,217,15.6682
上肢切断・機能障害,11,体育,0.03013015,42,217,19.3548
上肢切断・機能障害,12,右手,0.02985202,33,217,15.2074
上肢切断・機能障害,13,バランス,0.02981432,37,217,17.0507
上肢切断・機能障害,14,右腕,0.02977343,23,217,10.5991
上肢切断・機能障害,15,左手,0.02945373,32,217,14.7465
上肢切断・機能障害,16,練習,0.02833497,51,217,23.5023
上肢切断・機能障害,17,崩す,0.02804735,34,217,15.6682
上肢切断・機能障害,18,強打,0.0252032,31,217,14.2857
上肢切断・機能障害,19,強い,0.02471961,30,217,13.8249
上肢切断・機能障害,20,落ちる,0.02362922,24,217,11.0599
上肢切断・機能障害,21,床,0.02357842,27,217,12.4424
上肢切断・機能障害,22,れる,0.02323075,41,217,18.894
上肢切断・機能障害,23,部,0.02247728,45,217,20.7373
上肢切断・機能障害,24,しまう,0.02218518,27,217,12.4424
上肢切断・機能障害,25,着地,0.02187516,18,217,8.2949
上肢切断・機能障害,26,足,0.02173315,27,217,12.4424
上肢切断・機能障害,27,変形,0.02160917,19,217,8.7558
上肢切断・機能障害,28,手,0.02112712,24,217,11.0599
上肢切断・機能障害,29,腕,0.02098116,19,217,8.7558
上肢切断・機能障害,30,乗る,0.02029912,19,217,8.7558
上肢切断・機能障害,31,体育館,0.01975506,24,217,11.0599
上肢切断・機能障害,32,左上,0.0191946,17,217,7.8341
上肢切断・機能障害,33,相手,0.01912902,26,217,11.9816
上肢切断・機能障害,34,試合,0.01909981,25,217,11.5207
上肢切断・機能障害,35,痛める,0.01860527,15,217,6.9124
上肢切断・機能障害,36,落下,0.01806317,20,217,9.2166
上肢切断・機能障害,37,体,0.0177509,18,217,8.2949
上肢切断・機能障害,38,場,0.01721831,26,217,11.9816
上肢切断・機能障害,39,運動,0.01661412,24,217,11.0599
上肢切断・機能障害,40,跳ぶ,0.01641601,12,217,5.53
上肢切断・機能障害,41,かかる,0.01617199,13,217,5.9908
上肢切断・機能障害,42,体重,0.01609517,11,217,5.0691
上肢切断・機能障害,43,られる,0.01573308,15,217,6.9124
上肢切断・機能障害,44,マット,0.01536962,13,217,5.9908
上肢切断・機能障害,45,残存,0.01518596,17,217,7.8341
上肢切断・機能障害,46,跳箱,0.01499728,8,217,3.6866
上肢切断・機能障害,47,域,0.01482281,12,217,5.53
上肢切断・機能障害,48,走る,0.01475344,19,217,8.7558
上肢切断・機能障害,49,制限,0.01469686,12,217,5.53
上肢切断・機能障害,50,可動,0.01451986,12,217,5.53
上肢切断・機能障害,51,時間,0.01449928,22,217,10.1382
上肢切断・機能障害,52,手首,0.01405505,11,217,5.0691
上肢切断・機能障害,53,投げる,0.01391016,15,217,6.9124
上肢切断・機能障害,54,友人,0.01376046,18,217,8.2949
上肢切断・機能障害,55,残る,0.01368747,21,217,9.6774
上肢切断・機能障害,56,手術,0.01301846,17,217,7.8341
上肢切断・機能障害,57,滑る,0.01294347,15,217,6.9124
上肢切断・機能障害,58,遊ぶ,0.01285294,16,217,7.3733
上肢切断・機能障害,59,障害,0.01275184,15,217,6.9124
上肢切断・機能障害,60,上腕,0.01221247,10,217,4.6083
上肢切断・機能障害,61,打ち付ける,0.01202006,12,217,5.53
上肢切断・機能障害,62,下校,0.01190223,12,217,5.53
上肢切断・機能障害,63,左肩,0.01173879,8,217,3.6866
上肢切断・機能障害,64,骨,0.01145487,12,217,5.53
上肢切断・機能障害,65,倒れる,0.01143722,15,217,6.9124
上肢切断・機能障害,66,疼痛,0.01141312,11,217,5.0691
上肢切断・機能障害,67,腕骨,0.01140087,9,217,4.1475
上肢切断・機能障害,68,選手,0.01078545,10,217,4.6083
上肢切断・機能障害,69,柔道,0.01076454,10,217,4.6083
上肢切断・機能障害,70,ぶつかる,0.0107584,12,217,5.53
上肢切断・機能障害,71,打つ,0.01049824,14,217,6.4516
上肢切断・機能障害,72,段,0.01045403,9,217,4.1475
上肢切断・機能障害,73,前腕,0.01021763,9,217,4.1475
上肢切断・機能障害,74,瘢痕,0.01020486,12,217,5.53
上肢切断・機能障害,75,失敗,0.00977841,6,217,2.765
上肢切断・機能障害,76,ボール,0.00940953,16,217,7.3733
上肢切断・機能障害,77,接触,0.00936444,8,217,3.6866
上肢切断・機能障害,78,人,0.00931572,13,217,5.9908
上肢切断・機能障害,79,自転車,0.00918527,11,217,5.0691
上肢切断・機能障害,80,かける,0.00914426,9,217,4.1475
上肢切断・機能障害,81,体操,0.00907111,9,217,4.1475
上肢切断・機能障害,82,園,0.00903837,8,217,3.6866
上肢切断・機能障害,83,右肩,0.00901667,7,217,3.2258
上肢切断・機能障害,84,くる,0.00899213,14,217,6.4516
上肢切断・機能障害,85,組,0.00897718,9,217,4.1475
上肢切断・機能障害,86,休憩,0.00897491,11,217,5.0691
上肢切断・機能障害,87,競技,0.00896401,8,217,3.6866
上肢切断・機能障害,88,受診,0.00891732,11,217,5.0691
上肢切断・機能障害,89,押す,0.00870815,9,217,4.1475
上肢切断・機能障害,90,出る,0.00864484,9,217,4.1475
上肢切断・機能障害,91,端,0.00847752,8,217,3.6866
上肢切断・機能障害,92,痛み,0.00844308,8,217,3.6866
上肢切断・機能障害,93,ハードル,0.00838215,4,217,1.8433
上肢切断・機能障害,94,位,0.00838008,8,217,3.6866
上肢切断・機能障害,95,登校,0.00828713,9,217,4.1475
上肢切断・機能障害,96,行く,0.00821571,10,217,4.6083
上肢切断・機能障害,97,転ぶ,0.00816677,7,217,3.2258
上肢切断・機能障害,98,鎖骨,0.00806636,5,217,2.3041
上肢切断・機能障害,99,転落,0.00800125,8,217,3.6866
上肢切断・機能障害,100,捻る,0.00800125,5,217,2.3041
下肢切断・機能障害,1,右足,0.05678684,39,158,24.6835
下肢切断・機能障害,2,大腿,0.04460898,34,158,21.519
下肢切断・機能障害,3,左足,0.04354881,30,158,18.9873
下肢切断・機能障害,4,足,0.04314784,39,158,24.6835
下肢切断・機能障害,5,膝,0.03835787,32,158,20.2532
下肢切断・機能障害,6,転倒,0.03683745,40,158,25.3165
下肢切断・機能障害,7,負傷,0.03641111,46,158,29.1139
下肢切断・機能障害,8,部,0.03127013,52,158,32.9114
下肢切断・機能障害,9,関節,0.03086756,24,158,15.1899
下肢切断・機能障害,10,短縮,0.02887989,16,158,10.1266
下肢切断・機能障害,11,足首,0.02764798,16,158,10.1266
下肢切断・機能障害,12,練習,0.02729185,37,158,23.4177
下肢切断・機能障害,13,れる,0.02717277,38,158,24.0506
下肢切断・機能障害,14,試合,0.02617959,26,158,16.4557
下肢切断・機能障害,15,時間,0.02434032,26,158,16.4557
下肢切断・機能障害,16,捻る,0.02394842,13,158,8.2278
下肢切断・機能障害,17,残る,0.02359328,28,158,17.7215
下肢切断・機能障害,18,下肢,0.02324214,17,158,10.7595
下肢切断・機能障害,19,痛める,0.02313403,14,158,8.8608
下肢切断・機能障害,20,走る,0.02312161,23,158,14.557
下肢切断・機能障害,21,障害,0.02296144,21,158,13.2911
下肢切断・機能障害,22,痛み,0.02265904,17,158,10.7595
下肢切断・機能障害,23,相手,0.02202603,21,158,13.2911
下肢切断・機能障害,24,体育,0.02193559,22,158,13.9241
下肢切断・機能障害,25,低下,0.02185623,16,158,10.1266
下肢切断・機能障害,26,骨,0.02185578,17,158,10.7595
下肢切断・機能障害,27,骨折,0.02176549,22,158,13.9241
下肢切断・機能障害,28,機能,0.02073427,18,158,11.3924
下肢切断・機能障害,29,バランス,0.02024486,18,158,11.3924
下肢切断・機能障害,30,着地,0.01930906,13,158,8.2278
下肢切断・機能障害,31,しまう,0.01887428,18,158,11.3924
下肢切断・機能障害,32,股関節,0.01846332,11,158,6.962
下肢切断・機能障害,33,崩す,0.01782048,16,158,10.1266
下肢切断・機能障害,34,状態,0.01725271,15,158,9.4937
下肢切断・機能障害,35,階段,0.01690449,11,158,6.962
下肢切断・機能障害,36,運動,0.01634439,19,158,12.0253
下肢切断・機能障害,37,乗る,0.0161363,12,158,7.5949
下肢切断・機能障害,38,場,0.01582891,19,158,12.0253
下肢切断・機能障害,39,落下,0.01563084,13,158,8.2278
下肢切断・機能障害,40,降りる,0.01509339,8,158,5.0633
下肢切断・機能障害,41,休憩,0.0148317,13,158,8.2278
下肢切断・機能障害,42,強打,0.01461282,15,158,9.4937
下肢切断・機能障害,43,強い,0.01434179,13,158,8.2278
下肢切断・機能障害,44,蹴る,0.01413802,9,158,5.6962
下肢切断・機能障害,45,感じる,0.01386768,9,158,5.6962
下肢切断・機能障害,46,ぶつかる,0.0133178,11,158,6.962
下肢切断・機能障害,47,滑る,0.01322607,11,158,6.962
下肢切断・機能障害,48,外,0.0131888,11,158,6.962
下肢切断・機能障害,49,ボール,0.01306564,14,158,8.8608
下肢切断・機能障害,50,訴える,0.01275472,9,158,5.6962
下肢切断・機能障害,51,疼痛,0.01238536,9,158,5.6962
下肢切断・機能障害,52,柔道,0.01208621,8,158,5.0633
下肢切断・機能障害,53,ひねる,0.01192634,7,158,4.4304
下肢切断・機能障害,54,手術,0.01176614,12,158,7.5949
下肢切断・機能障害,55,階,0.01164665,8,158,5.0633
下肢切断・機能障害,56,残存,0.01157589,10,158,6.3291
下肢切断・機能障害,57,せる,0.01152344,9,158,5.6962
下肢切断・機能障害,58,左下,0.01147983,7,158,4.4304
下肢切断・機能障害,59,鬼ごっこ,0.01131925,8,158,5.0633
下肢切断・機能障害,60,つけ根,0.01131532,4,158,2.5316
下肢切断・機能障害,61,肢,0.01129241,7,158,4.4304
下肢切断・機能障害,62,られる,0.011079,10,158,6.3291
下肢切断・機能障害,63,体重,0.01081357,6,158,3.7975
下肢切断・機能障害,64,遊ぶ,0.01080707,10,158,6.3291
下肢切断・機能障害,65,スライディング,0.01077973,5,158,3.1646
下肢切断・機能障害,66,サッカー,0.01070374,8,158,5.0633
下肢切断・機能障害,67,技,0.01066447,6,158,3.7975
下肢切断・機能障害,68,受診,0.01049912,11,158,6.962
下肢切断・機能障害,69,選手,0.01047886,7,158,4.4304
下肢切断・機能障害,70,登校,0.01047638,9,158,5.6962
下肢切断・機能障害,71,激痛,0.01042458,5,158,3.1646
下肢切断・機能障害,72,倒れる,0.01031974,12,158,7.5949
下肢切断・機能障害,73,受傷,0.01023572,6,158,3.7975
下肢切断・機能障害,74,脚長,0.01020892,5,158,3.1646
下肢切断・機能障害,75,域,0.01006146,6,158,3.7975
下肢切断・機能障害,76,救急,0.01004363,12,158,7.5949
下肢切断・機能障害,77,付け根,0.01003935,4,158,2.5316
下肢切断・機能障害,78,腰,0.0100075,7,158,4.4304
下肢切断・機能障害,79,制限,0.00997597,6,158,3.7975
下肢切断・機能障害,80,大会,0.00989243,7,158,4.4304
下肢切断・機能障害,81,可動,0.00985582,6,158,3.7975
下肢切断・機能障害,82,ランニング,0.00974698,6,158,3.7975
下肢切断・機能障害,83,体,0.00961564,8,158,5.0633
下肢切断・機能障害,84,かかる,0.00953792,7,158,4.4304
下肢切断・機能障害,85,下りる,0.00948882,6,158,3.7975
下肢切断・機能障害,86,搬送,0.00933492,11,158,6.962
下肢切断・機能障害,87,くる,0.00901721,11,158,6.962
下肢切断・機能障害,88,転落,0.00901677,8,158,5.0633
下肢切断・機能障害,89,脚,0.0089454,5,158,3.1646
下肢切断・機能障害,90,朝,0.00891793,6,158,3.7975
下肢切断・機能障害,91,両足,0.00883866,5,158,3.1646
下肢切断・機能障害,92,部分,0.00880416,7,158,4.4304
下肢切断・機能障害,93,ジャンプ,0.00878938,6,158,3.7975
下肢切断・機能障害,94,倒れ込む,0.00872577,5,158,3.1646
下肢切断・機能障害,95,室,0.00871264,8,158,5.0633
下肢切断・機能障害,96,地面,0.00831606,7,158,4.4304
下肢切断・機能障害,97,出場,0.00825377,5,158,3.1646
下肢切断・機能障害,98,打つ,0.00825092,8,158,5.0633
下肢切断・機能障害,99,跳ぶ,0.00825069,5,158,3.1646
下肢切断・機能障害,100,タックル,0.00823365,4,158,2.5316
外貌・露出部分の醜状障害,1,転倒,0.03319066,424,1841,23.031
外貌・露出部分の醜状障害,2,負傷,0.02995749,429,1841,23.3026
外貌・露出部分の醜状障害,3,部,0.02703081,485,1841,26.3444
外貌・露出部分の醜状障害,4,走る,0.02602941,284,1841,15.4264
外貌・露出部分の醜状障害,5,額,0.02588495,219,1841,11.8957
外貌・露出部分の醜状障害,6,頬,0.02551089,210,1841,11.4068
外貌・露出部分の醜状障害,7,残る,0.02491476,318,1841,17.2732
外貌・露出部分の醜状障害,8,瘢痕,0.02473332,242,1841,13.145
